gameId,playId,snapDetail,snapTime,operationTime,hangTime,kickType,kickDirectionIntended,kickDirectionActual,returnDirectionIntended,returnDirectionActual,missedTackler,assistTackler,tackler,kickoffReturnFormation,gunners,puntRushers,specialTeamsSafeties,vises,kickContactType
2018093009,3678,,,,,,,,,,,,,,,,CLE 53,,
2018093009,3697,,,,3.57,D,L,L,C,C,OAK 50,,OAK 58,8-0-1,,,OAK 31; OAK 45,,
2018093009,3945,,,,,,,,,,,,,,,,OAK 31; OAK 55,,
2018093009,3961,,,,3.67,D,C,C,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018093009,4067,OK,0.85,2.18,4.5,N,C,C,,,,,,,OAK 17; OAK 45,,,CLE 21; CLE 20,CC
2018093009,4176,,,,,,,,,,,,,,,,OAK 31; OAK 55,,
2018093009,4192,,,,4.01,D,C,C,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018093009,4562,OK,0.83,2.16,5.03,N,C,C,L,L,CLE 20,,CLE 24,,CLE 20; CLE 37,OAK 58; OAK 85,OAK 25; OAK 27,OAK 22; OAK 45,CC
2018093009,4800,,,,3.73,D,L,L,,,,,,8-0-1,,,OAK 31; OAK 45,,
2018093009,4984,,,,3.94,D,C,C,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018093009,5285,OK,0.8,2.02,4.12,N,C,C,L,L,CLE 37,,CLE 24,,CLE 20; CLE 37,OAK 25; OAK 27; OAK 41; OAK 50; OAK 55; OAK 58; OAK 85; OAK 95,,OAK 21; OAK 45,CC
2018093009,5619,,,,,,,,,,,,,,,,CLE 53; CLE 90,,
2018093010,36,,,,3.98,D,C,C,,,,,,6-2-2,,,SF 20; SF 53,,
2018093010,116,,,,,,,,,,,,,,,,LAC 37; LAC 43,,
2018093010,132,,,,4.2,D,C,C,,,,,,6-2-2,,,SF 20; SF 81,,
2018093010,212,OK,0.9,2.27,3.95,N,C,C,C,C,LAC 30,,LAC 57,,LAC 43; LAC 30,SF 31,SF 27,SF 33; SF 30; SF 20,CC
2018093010,334,OK,0.91,2.11,4.33,N,R,C,,,SF 31,,SF 53,,SF 33; SF 31,,LAC 32,LAC 36; LAC 43; LAC 23; LAC 31,CC
2018093010,557,,,,,,,,,,,,,,,,SF 32; SF 48,,
2018093010,751,,,,,,,,,,,,,,,,LAC 37; LAC 43,,
2018093010,767,,,,4.02,D,C,C,,,,,,6-2-2,,,SF 23; SF 38,,
2018093010,955,,,,,,,,,,,,,,,,SF 32; SF 38; SF 48,,
2018093010,971,,,,3.63,D,C,C,,,,,,8-0-2,,,LAC 31; LAC 43,,
2018093010,1529,,,,,,,,,,,,,,,,LAC 37; LAC 43,,
2018093010,1548,,,,3.54,D,L,L,,,,,,6-2-2,,,SF 20; SF 38,,
2018093010,1799,,,,3.68,D,C,C,,,,,,8-0-2,,,LAC 31,,
2018093010,1942,OK,0.92,2.2,4.69,N,C,C,C,C,SF 30,,SF 05,,SF 31; SF 33,,,LAC 36; LAC 43; LAC 23; LAC 31,CC
2018093010,2010,,,,,,,,,,,,,,,,SF 38; SF 48,,
2018093010,2050,,,,3.41,D,C,C,L,L,,,LAC 48,8-0-2,,,LAC 31; LAC 43,,
2018093010,2134,OK,0.9,2.16,4.85,N,R,R,C,C,SF 30; SF 33; SF 86,,SF 47,,SF 31; SF 33,,,LAC 36; LAC 43; LAC 23; LAC 31,CC
2018093010,2306,,,,,,,,,,,,,,,,SF 32; SF 38; SF 48,,
2018093010,2322,,,,3.67,D,C,C,L,L,,,,8-0-2,,,LAC 31; LAC 43,,
2018093010,2644,,,,,,,,,,,,,,,,SF 38; SF 48,,
2018093010,2663,,,,3.73,D,C,C,R,R,,,LAC 42,8-0-2,,,LAC 31; LAC 43,,
2018093010,2752,OK,0.66,1.99,4.73,N,R,R,L,L,,,SF 30,,SF 31; SF 27,,LAC 32,LAC 36; LAC 43; LAC 23; LAC 31,CC
2018093010,2863,OK,0.84,1.91,4.38,N,L,C,,,,,,,LAC 43; LAC 30,SF 26; SF 30; SF 31; SF 33; SF 47; SF 53; SF 54,,SF 27; SF 20,CC
2018093010,2923,,,,,,,,,,,,,,,,LAC 37; LAC 43,,
2018093010,2939,,,,4.06,D,C,C,,,,,,6-2-2,,,SF 20; SF 38,,
2018093010,3062,OK,0.88,2.2,3.92,N,L,C,C,C,,,LAC 30,,LAC 43; LAC 30,,SF 27,SF 33; SF 30; SF 20,CC
2018093010,3385,,,,,,,,,,,,,,,,LAC 37; LAC 43,,
2018093010,3404,,,,4.15,D,C,C,,,,,,6-2-2,,,SF 20; SF 38,,
2018093010,3600,,,,,,,,,,,,,,,,SF 23; SF 38; SF 48,,
2018093010,3619,,,,3.89,D,C,C,R,R,,,LAC 43,8-0-2,,,LAC 31; LAC 43,,
2018093010,3772,OK,0.85,2.16,4.31,N,C,C,,,,,,,SF 27; SF 33,,LAC 32,LAC 36; LAC 43; LAC 23; LAC 31,CC
2018093010,3901,OK,0.9,1.99,3.73,A,C,C,,,,,,,LAC 43; LAC 30,SF 98,,SF 26; SF 20,BB
2018093011,36,,,,4.22,D,R,R,R,C,,,NYG 81,8-0-2,,,NYG 20,,
2018093011,168,<,0.87,2.08,5.23,N,R,R,,,,,,,NO 48; NO 34,NYG 22; NYG 55; NYG 59,,NYG 36; NYG 29; NYG 23,CC
2018093011,441,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018093011,457,,,,4.37,D,C,C,,,,,,8-0-2,,,NYG 20,,
2018093011,544,,,,,,,,,,,,NYG 36,,,,,,
2018093011,856,,,,,,,,,,,,,,,,NYG 21; NYG 93,,
2018093011,880,,,,4.11,D,C,C,R,R,,,NO 24,8-0-2,,,NO 24; NO 43,,
2018093011,1053,OK,0.92,2.23,4.67,N,R,C,R,R,,,,,NYG 80; NYG 81,,NO 31,NO 34; NO 24; NO 26,CC
2018093011,1328,,,,,,,,,,,,,,,,NYG 31; NYG 93,,
2018093011,1347,,,,4.07,D,L,L,,,,,,8-0-2,,,NO 24; NO 43,,
2018093011,1662,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018093011,1681,,,,3.97,D,C,C,,,,,,8-0-2,,,NO 24; NO 43,,
2018093011,1761,OK,0.87,2.43,3.04,N,L,L,C,C,,,NYG 51,,NYG 80; NYG 36,NO 07; NO 27; NO 31; NO 34; NO 48; NO 59; NO 93,,NO 10; NO 26,MBDR
2018093011,1985,,,,,,,,,,,,,,,,NYG 21; NYG 55; NYG 93,,
2018093011,2004,,,,4.14,D,C,C,,,,,,8-0-2,,,NO 43,,
2018093011,2066,,,,4.52,D,L,L,,,,,,8-0-2,,,NO 43,,
2018093011,2252,OK,0.96,2.22,4.63,N,R,R,,,,,,,NYG 36; NYG 80,NO 07; NO 93,NO 31,NO 34; NO 24; NO 26,BF
2018093011,2461,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018093011,2477,,,,4.28,D,L,L,C,C,,,NO 59,8-0-2,,,NO 24; NO 43,,
2018093011,2705,,,,,,,,,,,,,,,,NO 43; NO 53,,
2018093011,2724,,,,3.83,D,L,L,,,,,,8-0-2,,,NYG 20,,
2018093011,2806,OK,0.89,2.17,4.6,N,R,R,,,,,,,NO 48; NO 34,NYG 22; NYG 55; NYG 59,NYG 31; NYG 36,NYG 29; NYG 23,CC
2018093011,2906,L,0.89,2.2,4.17,N,C,C,C,C,,,NYG 31,,NYG 81; NYG 80,NO 07; NO 31; NO 42; NO 52; NO 93,,NO 34; NO 24; NO 26,CC
2018093011,3333,,,,,,,,,,,,,,,,NYG 31; NYG 93,,
2018093011,3349,,,,3.78,D,C,C,,,,,,8-0-2,,,NO 43,,
2018093011,3604,,,,4.34,D,R,R,,L,,,NYG 59,8-0-2,,,NYG 20,,
2018093011,3823,,,,,,,,,,,,,,,,NYG 20; NYG 21; NYG 23; NYG 31; NYG 93,,
2018093011,3839,,,,4.26,D,C,C,R,R,,,,8-0-2,,,NO 24; NO 43,,
2018093012,36,,,,4.2,D,C,C,,,,,,8-0-2,,,PIT 20; PIT 24,,
2018093012,265,,,,,,,,,,,,,,,,PIT 23; PIT 34,,
2018093012,281,,,,4.14,D,C,C,,,,,,8-0-2,,,BAL 10; BAL 47,,
2018093012,534,,,,,,,,,,,,,,,,PIT 21; PIT 25,,
2018093012,550,,,,4.08,P,R,R,,,,,BAL 54,8-0-2,,,BAL 10; BAL 47,,
2018093012,708,OK,0.78,2.18,4.94,N,C,C,,,,,,,PIT 20; PIT 88,BAL 50,BAL 83,BAL 27; BAL 29,CC
2018093012,794,OK,0.77,2.18,4.39,A,L,L,,,,,,,BAL 47; BAL 10,,,PIT 25; PIT 23; PIT 88,OOB
2018093012,1115,,,,,,,,,,,,,,,,BAL 36; BAL 50,,
2018093012,1134,,,,4.12,D,C,C,C,C,,,PIT 46,8-0-2,,,PIT 20,,
2018093012,1643,,,,,,,,,,,,,,,,BAL 23; BAL 36; BAL 50,,
2018093012,1666,,,,4.15,P,C,C,C,C,,,PIT 54,8-0-2,,,PIT 20,,
2018093012,1820,OK,0.77,2.13,4.94,N,C,C,C,C,,BAL 47,BAL 41,,BAL 47; BAL 27,,PIT 20,PIT 13; PIT 25; PIT 24,CC
2018093012,1987,,,,4.16,D,C,C,C,C,,,PIT 56,8-0-2,,,PIT 20; PIT 25,,
2018093012,2191,OK,0.78,2.15,4.49,A,L,L,,,,,,,BAL 10; BAL 47,PIT 37; PIT 44; PIT 54,,PIT 25; PIT 24; PIT 23,CC
2018093012,2248,,,,4.29,D,L,L,C,C,BAL 41,,BAL 25,8-0-2,,,BAL 10; BAL 47,,
2018093012,2336,OK,0.87,2.19,4.4,N,C,L,R,R,,,PIT 20,,PIT 20; PIT 46,,,BAL 27; BAL 29,CC
2018093012,2538,OK,0.79,2.07,4.72,A,C,C,,,,,,,BAL 47; BAL 10,,,PIT 25; PIT 24; PIT 23,BF
2018093012,2699,OK,0.83,2.16,4.83,A,C,C,,,,,,,PIT 20; PIT 46,,,BAL 27; BAL 36; BAL 29,CC
2018093012,3016,,,,,,,,,,,,,,,,PIT 23; PIT 34,,
2018093012,3035,,,,,F,C,C,R,C,,,BAL 47,8-0-2,,,BAL 10; BAL 47,,
2018093012,3122,OK,0.85,2.17,3.97,N,C,C,,,,,,,PIT 20; PIT 46,,BAL 83,BAL 27; BAL 29,CC
2018093012,3465,,,,,,,,,,,,,,,,PIT 23; PIT 34,,
2018093012,3484,,,,3.99,D,C,C,,,,,,8-0-2,,,BAL 10; BAL 47,,
2018093012,3595,L,0.85,2.18,4.95,N,C,C,,,,,,,PIT 20; PIT 46,,,BAL 27; BAL 36; BAL 29,CC
2018093012,3952,,,,,,,,,,,,,,,,PIT 34,,
2018093012,3971,,,,4.08,D,C,C,,,,,,8-0-2,,,BAL 10; BAL 27,,
2018093012,4207,,,,,,,,,,,,,,,,PIT 23; PIT 34,,
2018093012,4226,,,,4.08,D,C,C,C,C,,,BAL 49,8-0-2,,,BAL 25; BAL 27,,
2018100100,36,,,,4.31,D,C,C,,,,,,8-0-2,,,KC 35; KC 84,,
2018100100,188,,,,,,,,,,,,,,,,KC 21; KC 53,,
2018100100,207,,,,3.95,D,C,C,,,,,,8-0-2,,,DEN 17; DEN 34,,
2018100100,453,,,,,,,,,,,,,,,,DEN 31; DEN 51,,
2018100100,472,,,,4.38,D,C,C,,,,,,8-0-2,,,KC 35; KC 48,,
2018100100,568,OK,0.95,2.23,4.19,N,C,C,L,L,,,DEN 43,,DEN 30; DEN 81,,KC 11; KC 13; KC 25,KC 35; KC 24,CC
2018100100,830,OK,0.89,2.0,3.85,A,L,L,,,,,,,DEN 14; DEN 81,KC 19; KC 25; KC 26; KC 48; KC 84; KC 92,,KC 35; KC 24,CC
2018100100,1150,,,,,,,,,,,,,,,,DEN 31; DEN 40,,
2018100100,1166,,,,4.06,P,R,R,C,C,,,KC 35,8-0-2,,,KC 13; KC 42,,
2018100100,1300,,,,,,,,,,,,,,,,KC 21; KC 53,,
2018100100,1316,,,,4.0,D,C,C,,,,,,8-0-2,,,DEN 17; DEN 34,,
2018100100,1592,OK,0.88,2.11,3.63,N,C,C,,,,KC 84,KC 35,,KC 35; KC 19,DEN 48; DEN 89,,DEN 41; DEN 35; DEN 34,CC
2018100100,2016,,,,,,,,,,,,,,,,KC 24; KC 53,,
2018100100,2050,,,,3.97,D,C,C,,,,,,8-0-2,,,DEN 17; DEN 34,,
2018100100,2357,,,,,,,,,,,,,,,,DEN 31; DEN 34; DEN 51,,
2018100100,2376,,,,4.2,D,C,C,C,C,,,KC 35,8-0-2,,,KC 13; KC 35,,
2018100100,2618,OK,0.64,1.82,4.45,A,R,R,,,,,,,KC 13; KC 19,DEN 17; DEN 32; DEN 35; DEN 43; DEN 47; DEN 48; DEN 81; DEN 89,,DEN 41; DEN 34,BF
2018100100,2894,,,,,,,,,,,,,,,,KC 21; KC 53,,
2018100100,2910,,,,4.09,D,C,C,,,,,,8-0-2,,,DEN 17; DEN 34,,
2018100100,3000,OK,0.87,2.13,4.33,N,R,R,,,,,,,KC 19; KC 35,DEN 99,,DEN 41; DEN 34,CC
2018100100,3150,,,,,,,,,,,,,,,,KC 24; KC 53,,
2018100100,3169,,,,4.34,D,C,C,,,,,,8-0-2,,,DEN 17; DEN 34,,
2018100100,3545,,,,,,,,,,,,,,,,DEN 31; DEN 51,,
2018100100,3561,,,,4.25,D,C,C,,,,,,8-0-2,,,KC 13; KC 35,,
2018100100,3648,OK,0.83,2.14,3.99,N,L,L,,,,,,,DEN 30; DEN 81,KC 92,KC 13; KC 25,KC 35; KC 24; KC 11,BB
2018100100,3991,,,,,,,,,,,,,,,,DEN 31; DEN 51,,
2018100100,4007,,,,,F,C,C,,,,,,8-0-2,,,KC 11; KC 13,,
2018100400,36,,,,4.26,D,C,C,,,,,,8-0-2,,,IND 32; IND 41,,
2018100400,361,,,,,,,,,,,,,,,,IND 35; IND 50,,
2018100400,377,,,,3.96,D,C,C,,,,,,8-0-2,,,NE 23; NE 32,,
2018100400,454,<,0.96,2.11,4.13,A,L,L,R,R,IND 30,,IND 52,,IND 28; IND 30,NE 18; NE 36; NE 43; NE 50; NE 55; NE 93,,NE 35; NE 27; NE 30,CC
2018100400,554,OK,0.9,2.25,4.22,A,R,R,,,,,,,NE 35; NE 18,IND 57,,IND 32; IND 35,CC
2018100400,883,,,,,,,,,,,,,,,,NE 32; NE 43,,
2018100400,1136,,,,,,,,,,,,,,,,IND 44,,
2018100400,1152,,,,4.32,D,C,C,,,,,,8-0-2,,,NE 23; NE 32,,
2018100400,1363,,,,,,,,,,,,,,,,NE 32; NE 43,,
2018100400,1382,,,,3.87,D,C,C,,,,,,8-0-2,,,IND 32; IND 41,,
2018100400,1465,OK,0.85,2.26,4.37,N,C,C,C,C,NE 35,,NE 50,,NE 18; NE 35,IND 36; IND 49,,IND 32; IND 28; IND 35,CC
2018100400,1632,OK,0.9,2.23,4.53,N,C,C,C,C,IND 30; IND 46; IND 49; IND 59,,,,IND 30; IND 28,NE 18; NE 36; NE 43; NE 47; NE 93,,NE 35; NE 27; NE 30,CC
2018100400,1983,,,,,,,,,,,,,,,,IND 44,,
2018100400,2014,,,,3.91,D,L,L,,,,,,8-0-2,,,NE 23; NE 32,,
2018100400,2330,,,,,,,,,,,,,,,,IND 35; IND 44,,
2018100400,2349,,,,4.26,D,C,C,,,,,,8-0-2,,,NE 23; NE 32,,
2018100400,2402,,,,4.25,D,C,C,,,,,,8-0-2,,,NE 23; NE 32,,
2018100400,2531,OK,0.95,2.23,4.78,A,C,C,,,,,,,IND 28; IND 30,NE 36; NE 53; NE 70; NE 93,NE 18,NE 31; NE 32,KTB
2018100400,2618,OK,0.97,2.36,4.22,N,C,C,C,C,NE 43,,NE 36,,NE 35; NE 18,,IND 41,IND 32; IND 28; IND 35,CC
2018100400,2728,,,,,,,,,,,,,,,,NE 32; NE 43,,
2018100400,2744,,,,4.18,D,C,C,R,R,,,IND 59,8-0-2,,,IND 35; IND 59,,
2018100400,3462,,,,,,,,,,,,,,,,NE 32; NE 43,,
2018100400,3478,,,,4.16,D,C,C,,,,,,8-0-2,,,IND 35; IND 37,,
2018100400,3667,,,,,,,,,,,,,,,,IND 44,,
2018100400,3683,,,,4.0,D,C,C,,,,,,8-0-2,,,NE 23; NE 30; NE 32,,
2018100400,3925,,,,4.13,P,C,C,C,C,,,NE 18,8-0-2,,,NE 23; NE 32,,
2018100400,4614,,,,,,,,,,,,,,,,NE 32; NE 43,,
2018100400,4630,,,,,O,R,R,,,,,IND 52,8-0-3,,,,,
2018100700,36,,,,3.55,D,C,C,,,,,,8-0-2,,,BUF 24; BUF 28; BUF 42,,
2018100700,457,,,,,,,,,,,,,,,,TEN 28; TEN 53,,
2018100700,473,,,,4.21,D,R,R,L,L,BUF 50,,BUF 51,8-0-2,,,BUF 24; BUF 28; BUF 42; BUF 51,,
2018100700,584,OK,0.77,2.05,4.11,A,L,L,,,,,,,TEN 36; TEN 29,,BUF 16; BUF 29,BUF 30; BUF 26,CC
2018100700,736,OK,0.68,2.07,4.48,N,C,C,R,R,BUF 44,,BUF 30,,BUF 30; BUF 26,,TEN 36,TEN 29; TEN 21; TEN 26,CC
2018100700,912,,,,,,,,,,,,,,,,BUF 31; BUF 49,,
2018100700,931,,,,,F,L,L,R,R,,TEN 58,TEN 51,8-0-2,,,TEN 20; TEN 36; TEN 41,,
2018100700,1191,OK,0.83,2.0,4.21,A,C,C,,,,,,,BUF 30; BUF 26,,,TEN 21; TEN 26,BF
2018100700,1558,,,,,,,,,,,,,,,,,,
2018100700,1957,,,,,,,,,,,,,,,,BUF 31; BUF 49,,
2018100700,2005,,,,4.13,D,C,C,,,,,,8-0-2,,,TEN 20; TEN 36,,
2018100700,2315,OK,0.92,2.11,4.02,A,C,C,,,,,,,BUF 30; BUF 26,,TEN 36,TEN 29; TEN 20; TEN 21,BF
2018100700,2473,OK,0.78,2.01,4.12,N,C,C,C,C,,,TEN 29,,TEN 36; TEN 29,BUF 50,,BUF 16; BUF 30; BUF 26,CC
2018100700,2576,OK,0.84,2.1,3.89,N,R,R,L,L,,,BUF 26,,BUF 30; BUF 26,,TEN 32; TEN 36,TEN 29; TEN 20; TEN 26,CC
2018100700,2802,,,,,,,,,,,,,,,,TEN 28; TEN 53,,
2018100700,2821,,,,3.83,D,C,C,,,,,,8-0-2,,,BUF 24; BUF 28,,
2018100700,3215,,,,,,,,,,,,,,,,BUF 21; BUF 31; BUF 49,,
2018100700,3234,,,,3.65,D,C,C,,,,,,8-0-2,,,TEN 20; TEN 36,,
2018100700,3520,,,,,,,,,,,,,,,,BUF 31; BUF 49,,
2018100700,3542,,,,4.1,D,C,C,,,,,,8-0-2,,,TEN 20; TEN 36,,
2018100700,3853,,,,,,,,,,,,,,,,TEN 28; TEN 53,,
2018100701,36,,,,4.17,D,R,R,L,L,,,CAR 53,8-0-2,,,CAR 26; CAR 28,,
2018100701,173,OK,0.9,2.24,4.74,N,C,C,C,C,,,NYG 80,,NYG 80; NYG 30,CAR 42,CAR 10; CAR 12,CAR 23; CAR 24,CC
2018100701,317,OK,0.84,2.05,4.6,N,L,L,C,C,,,CAR 44,,CAR 10; CAR 23,,NYG 81,NYG 36; NYG 30; NYG 23,CC
2018100701,477,,,,,,,,,,,,,,,,CAR 29; CAR 59,,
2018100701,496,,,,4.04,D,L,L,,,,,,8-0-2,,,NYG 24,,
2018100701,703,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018100701,719,,,,4.32,D,L,L,,,,,,8-0-2,,,CAR 26; CAR 28; CAR 56,,
2018100701,1006,OK,0.92,2.16,4.53,N,L,L,,,,,,,CAR 12; CAR 10,NYG 59,,NYG 24; NYG 20,MBDR
2018100701,1031,,,,,,,,,,,,,,,,NYG 21; NYG 93,,
2018100701,1054,,,,4.54,D,C,C,R,R,,,CAR 53,8-0-2,,,CAR 26; CAR 28,,
2018100701,1150,OK,0.9,2.25,4.28,N,L,L,,,,,,,NYG 80; NYG 30,CAR 94,CAR 12,CAR 26; CAR 23,CC
2018100701,1338,,,,,,,,,,,,,,,,NYG 31; NYG 93,,
2018100701,1357,,,,4.52,D,C,C,,,,,,8-0-2,,,CAR 26; CAR 28,,
2018100701,1488,,,,,,,,,,,,,,,,CAR 29; CAR 59,,
2018100701,1504,,,,2.69,D,L,L,,,,,,8-0-2,,,NYG 24; NYG 39,,
2018100701,1716,,,,,,,,,,,,,,,,NYG 31; NYG 93; NYG 95,,
2018100701,1735,,,,4.06,D,L,L,,,,,,8-0-2,,,CAR 26; CAR 28,,
2018100701,1969,,,,,,,,,,,,,,,,CAR 29; CAR 59,,
2018100701,1988,,,,4.62,D,C,C,,,,,,8-0-2,,,NYG 24,,
2018100701,2041,,,,4.15,D,L,L,,,,,,8-0-2,,,NYG 24,,
2018100701,2132,OK,0.84,2.08,4.99,N,C,C,R,R,CAR 23,,,,CAR 23; CAR 10,,NYG 31; NYG 36,NYG 30; NYG 23,CC
2018100701,2504,,,,,,,,,,,,,,,,CAR 29; CAR 54; CAR 59,,
2018100701,2523,,,,4.48,D,C,C,,,,,,8-0-2,,,NYG 24,,
2018100701,3304,,,,,,,,,,,,,,,,NYG 21; NYG 93,,
2018100701,3320,,,,4.19,D,C,C,,,,,,8-0-2,,,CAR 26; CAR 28,,
2018100701,3526,,,,4.23,D,C,C,,,,,,8-0-2,,,NYG 24,,
2018100701,3888,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018100701,3907,,,,4.59,D,L,L,,,,,,8-0-2,,,CAR 26; CAR 56,,
2018100701,4057,,,,,,,,,,,,,,,,CAR 29; CAR 59,,
2018100701,4073,,,,4.48,D,L,L,,,,,,8-0-2,,,NYG 24,,
2018100701,4262,,,,,,,,,,,,,,,,NYG 21; NYG 31; NYG 93,,
2018100701,4281,,,,4.35,D,C,C,L,L,CAR 23; CAR 42,,,8-1-1,,,CAR 26; CAR 28,,
2018100702,36,,,,4.08,D,C,C,R,R,CIN 40,,,8-0-2,,,CIN 23; CIN 36,,
2018100702,247,OK,0.91,2.04,4.42,A,R,R,,,,,,,MIA 31; MIA 35,CIN 16; CIN 50; CIN 56; CIN 57; CIN 75; CIN 94,,CIN 29; CIN 21,CC
2018100702,687,OK,0.87,2.19,5.33,N,C,C,,,,,,,MIA 27; MIA 35,CIN 50,,CIN 40; CIN 29; CIN 21,CC
2018100702,989,OK,0.9,2.04,4.86,N,C,C,,,,,,,CIN 40; CIN 29,MIA 27; MIA 34; MIA 35; MIA 44; MIA 53; MIA 59; MIA 75,,MIA 31; MIA 23,BB
2018100702,1343,,,,,,,,,,,,,,,,CIN 57,,
2018100702,1359,,,,4.4,D,L,L,,,,,,8-0-2,,,MIA 24; MIA 35,,
2018100702,1722,OK,0.89,1.85,4.13,A,R,R,,,,,,,MIA 31; MIA 35,CIN 42; CIN 50; CIN 75,,CIN 29; CIN 21,CC
2018100702,1828,OK,0.91,2.19,4.61,N,R,R,R,R,CIN 81; CIN 86,,,,CIN 40; CIN 16,MIA 75,,MIA 26; MIA 31; MIA 23; MIA 35,CC
2018100702,1858,,,,,,,,,,,,,,,,CIN 57,,
2018100702,1926,,,,4.27,D,C,C,,,,,,8-0-2,,,MIA 24; MIA 35,,
2018100702,1979,,,,4.2,D,C,C,,,,,,8-0-2,,,MIA 24; MIA 35,,
2018100702,2058,OK,0.96,2.24,3.52,N,R,R,L,L,,,CIN 40,,CIN 40; CIN 29,MIA 75,,MIA 26; MIA 31; MIA 23; MIA 35,CC
2018100702,2197,,,,,,,,,,,,,,,,CIN 57,,
2018100702,2225,,,,4.31,D,C,C,,,,,,8-0-2,,,MIA 24; MIA 35,,
2018100702,2399,,,,,,,,,,,,,,,,MIA 26,,
2018100702,2418,,,,4.06,D,L,L,,,,,,8-0-2,,,CIN 23; CIN 36,,
2018100702,2497,OK,0.87,2.1,5.03,A,C,C,R,R,MIA 35,MIA 53,MIA 38,,MIA 35; MIA 27,CIN 75; CIN 92,,CIN 29; CIN 21,CC
2018100702,2802,,,,,,,,,,,,,,,,MIA 26,,
2018100702,2818,,,,4.01,D,C,C,C,C,,CIN 50,CIN 56,8-0-2,,,CIN 23; CIN 36,,
2018100702,2952,,,,,,,,,,,,,,,,MIA 26,,
2018100702,2968,,,,3.96,D,C,C,,,,,,8-0-2,,,CIN 23; CIN 36,,
2018100702,3148,L,0.86,2.09,4.03,N,R,R,L,L,,MIA 34,MIA 92,,MIA 27; MIA 35,,CIN 16; CIN 42,CIN 23; CIN 40; CIN 29,CC
2018100702,3395,,,,,,,,,,,,,,,,MIA 26; MIA 35; MIA 53,,
2018100702,3414,,,,3.97,D,C,C,,,,,,8-0-2,,,CIN 23; CIN 30,,
2018100702,3528,,,,,,,,,,,,,,,,MIA 26,,
2018100702,3544,,,,3.84,D,C,C,C,C,,,CIN 56,8-0-2,,,CIN 23; CIN 30,,
2018100702,3909,OK,0.91,2.09,3.6,N,C,C,R,R,,,CIN 81,,,MIA 34; MIA 38,,,CC
2018100703,36,,,,4.19,D,C,C,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018100703,263,OK,0.82,2.11,4.48,A,C,C,,,,,,,BAL 14; BAL 10,,CLE 23,CLE 21; CLE 28,BB
2018100703,445,,,,,,,,,,,,,,,,CLE 53,,
2018100703,464,,,,4.09,D,C,C,,,,,,8-0-1,,,BAL 14; BAL 41,,
2018100703,708,OK,0.9,2.06,3.97,A,L,L,,,,,,,CLE 36; CLE 13,,,BAL 36; BAL 29; BAL 41,CC
2018100703,818,OK,0.83,2.1,4.19,A,L,L,R,R,,,,,BAL 14; BAL 10,,,CLE 20; CLE 38,CC
2018100703,970,OK,0.75,2.03,4.73,N,C,C,L,L,,CLE 22,CLE 26,,CLE 36; CLE 13,BAL 54,BAL 10; BAL 24; BAL 36,BAL 41,CC
2018100703,1350,OK,0.88,2.15,3.39,N,C,C,C,C,,,CLE 47,,CLE 36; CLE 20,,,BAL 36; BAL 29; BAL 41,CC
2018100703,1458,OK,0.84,2.15,4.59,A,L,L,,,,,,,BAL 14; BAL 10,,,CLE 20; CLE 38,CC
2018100703,1543,OK,0.88,2.13,4.33,N,R,R,,,,,,,CLE 36; CLE 13,BAL 10; BAL 37; BAL 40; BAL 47; BAL 49; BAL 54,,BAL 29; BAL 41,CC
2018100703,1637,OK,0.85,2.21,4.22,A,L,C,C,C,,BAL 47,BAL 41,,BAL 47; BAL 10,,CLE 13,CLE 36; CLE 20; CLE 38,CC
2018100703,1845,,,,,,,,,,,,,,,,BAL 36; BAL 50,,
2018100703,1861,,,,,F,L,L,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018100703,2072,,,,,,,,,,,,,,,,CLE 53,,
2018100703,2118,,,,4.05,D,C,C,,,,,,8-0-1,,,BAL 41; BAL 48,,
2018100703,2261,OK,0.88,2.09,3.58,A,L,L,,,,,,,CLE 36; CLE 13,,,BAL 36; BAL 29; BAL 41,BF
2018100703,2627,,,,,,,,,,,,,,,,BAL 36; BAL 50,,
2018100703,2657,,,,4.1,D,C,C,,,,,,8-0-2,,,CLE 26; CLE 28,,
2018100703,2982,,,,,,,,,,,,,,,,CLE 22; CLE 26; CLE 53,,
2018100703,3001,,,,4.19,D,C,C,,,,,,8-0-1,,,BAL 41; BAL 48,,
2018100703,3129,OK,0.8,2.04,4.73,N,R,R,L,L,,,CLE 47,,CLE 36; CLE 13,BAL 54; BAL 99,BAL 36,BAL 29; BAL 41,KTB
2018100703,3300,OK,0.83,2.09,3.34,A,L,C,,,,,,,BAL 47; BAL 10,,,CLE 36; CLE 20; CLE 38,BF
